smiles,occurrence
C1[NH+]=c2ccccc2=C(c2ccccc2)[C@@H]1C1=NNCC1,1
CC(=O)C1=C(C)Nc2nc3ccccc3n2[C@H]1c1ccc(Cl)cc1Cl,1
CC1(C)CC[C@@H]([S@@](=O)c2ccc(F)cc2)[C@@H]1[NH3+],1
C1CCC2(CC1)CN2,1
C1N=CNC[C@H]2N=CN[C@@H]12,1
C1CCC[C@H]2NCC[C@@H]12,1
C1CCCC2=C1[C@@H](c1ccc3c(c1)OCO3)c1cnnc1N2,1
c1coc(C2=Nn3cnnc3SC2)c1,1
C1CC2[C@@H](CC[C@H]3[C@H]2CCC2CCC[C@@H]32)CC1,1
c1nnns1,1
C1COC(c2ccc3c(c2)OCO3)=N1,1
O=C1Nc2cc(Br)ccc2N[C@H]2CCCCC[C@H]12,1
c1ccc2c(c1)CCC[C@@H]2[NH+]1CCCN2CCCC[C@@H]2C1,1
C[C@@H](C(=O)[O-])[C@H](C)[S@](C)=O,1
C1CCC(C2CCOC2)CC1,1
C1C[C@@H]2[C@@H]3CCCC3CC[C@H]2c2ccccc21,1
C1NC[C@H]2SC=CC[C@@H]12,1
C1=C[C@@H](c2ccco2)n2ncnc2N1,1
C1CC2=CCCC[C@@H]2CC1,1
Cc1ccc(S(=O)(=O)/N=C(/N=C(\[S-])N2CCOCC2)c2ccccc2)cc1,1
Cc1cc(C)[nH+]c(/N=c2/ssnc2Cl)c1,1
c1ccc2c(c1)NC([C@@H]1CCCNC1)=NS2,1
CCCCCCS(=O)(=O)CCO,1
C1[C@@H]2[C@@H]3CCOC[C@@H]3S[C@H]2n2cnnc2N1c1ccccc1,1
Oc1c[nH]c2cc(Cl)cc(Cl)c12,1
CC1(C)CC(=O)C2=C(C1)Nc1cc3c(cc1[C@H]2c1cccc(F)c1)OCCO3,1
c1ccc(C2=Nc3ccccc3C(c3cccnc3)=NN2)cc1,1
NNC1=Nc2cc(Cl)ccc2Sc2ccccc21,1
C1N=N[C@@H]([C@H]2C=C(c3ccccc3)N=N2)N1,1
C1=C(C23CC4CC(CC(C4)C2)C3)N=NC1,1
C[C@H]1C[NH+](/C=C\C(=O)[O-])C[C@@H]1C,1
O=C1c2ccccc2N[C@@H]1/C=N/c1ccc(Cl)cc1,1
c1ccc2c(c1)ccc1cc3sc(=[N+]4CCCC4)nc-3oc12,1
Cc1ccc(/[N+]([O-])=C/c2ccc(Br)cc2)cc1,1
N#CC1=C(N)Oc2cc(O)ccc2[C@@H]1c1cc(F)ccc1F,1
C1=C[C@@H](c2c[nH]c3ccccc23)n2ncnc2N1,1
[O-]c1ncnc2c(Br)[nH]nc12,1
C1C[C@H](C2CC2)CC(C2CCCC2)C1,1
Cc1ccc(/N=C\c2cc([N+](=O)[O-])ccc2[O-])cc1Cl,1
O=S1(=O)CC[C@@](O)([C@@H]2CCOC3(CCCC3)C2)C1,1
Clc1ccc2nnc([C@H]3CSc4ccccc43)n2n1,1
C1CC[C@@H]2C[NH+]C[C@@H]2NC1,1
O=C1c2cccc3cccc(c23)N1C[NH+]1CCCCC1,1
Oc1c(Br)cc(Cl)cc1/C=N/c1cccc[nH+]1,1
c1noc2nc3c(cc12)CCC3,1
CCC[C@H](O)[C@@](C)(CC)C[NH3+],1
O=C1Nc2ccccc2/C1=N\Nc1ccc(Cl)c(Cl)c1,1
O=[N+]([O-])c1cc(/C=N/Nc2c(F)c(F)c(F)c(F)c2F)ccc1[O-],1
C1Nc2cnnc2N[C@@H]2CCCC[C@@H]12,1
CSC[n+]1cccc2ccccc21,1
C1N[C@@H](c2cccnc2)c2cc3ccc4ccccc4c3oc21,1
c1ccc2nc3nc[nH]cc3cc-2c1,1
C1CSc2ccccc21,1
C[C@@H]1CC(=O)C2=C(CC[C@]3(O)[C@@H]2C(=O)c2cccc(O)c2[C@@H]3O)C1,1
O=S1(=O)[N-]c2ncnn2-c2ccccc21,1
Cc1ccc2[nH]c(=O)[nH]c(=O)c2n1,1
Fc1ccnc(Br)c1,1
c1cc2c3c(c1)CCN3CCC2,1
C1CCCC(C2CC[NH+]CC2)C1,1
C1=N\c2ccccc2/N=C\c2cc3ccccc3cc2/1,1
C1C[C@@]2(CN1)CSc1[nH]csc1[C@@H]2c1ccccc1,1
CC1=[N+](c2cccc3ccccc23)C(=S)NC(C)(C)C1,1
C1N[C@H](c2ccccc2)c2c1nc1ccccc21,1
CC[C@H](C)/C([O-])=N/S(=O)(=O)c1cc(F)cc([N+](=O)[O-])c1,1
c1ccc2c3c(nc2c1)CC[N+]C3,1
Cc1cc(=O)[nH]c(N/N=C/c2c(Cl)nc3ccccn3c2=O)n1,1
O=c1c2ccccc2oc2cc3c(c(O)c12)CCCC3,1
Cc1ccc2c(c1)S(=O)(=O)C(C#N)=C1CCCCCN12,1
Cn1nccc1I,1
Cc1cc2c(o1)CC(C)(C)C[C@@H]2[NH3+],1
[NH2+]=C(NO)c1cccc2[nH]cnc12,1
C1NC[C@H]2[C@@H]1[C@@H]1C[C@H]2[C@H]2[C@H](c3cccs3)c3sc[nH]c3S[C@H]12,1
C1C=CC[C@H]2[C@@H]1C1C=CC2C1,1
CCC(CC)[C@@H](C#N)S(C)(=O)=O,1
O=C1[C@H]2C3c4ccccc4C(c4ccccc43)[C@@H]2C(=O)N1/N=C/c1ccccc1Cl,1
Fc1ccc2ncc(I)n2c1,1
C1OCC[C@@H]2ONC[C@H]12,1
c1ccc2c(cc1)-c1ccccc1CCC2,1
C[C@H](O)[C@@H]1CCc2cccnc21,1
C1=C(C2[NH+]=c3ccccc3=[NH+]2)CNC1,1
C1C[C@H]2C[NH2+]C[C@@H]2C1,1
C[C@@H]1[C@@H](O)c2cccc3c2[C@@H]1CCC3(C)C,1
C1NC[C@@]2(CCCNC2)N1,1
O=C1COC(=O)c2ccccc2N1,1
Cc1ccc(C2=Nc3ccc(F)cc3C(c3ccncc3)=NN2)cc1,1
C1C[C@@H]2CCCC[C@@]23c2ccccc2CCN13,1
C1C[C@H]2CSC[C@H]2N1,1
C[C@@H]1[NH2+]C2(CCCCC2)CO[C@@H]1C,1
C1CCCc2nc3cc[n-]c3cc21,1
Cc1ccc2nc(C)oc(=O)c2c1,1
C1NC[C@@H]2NC=N[C@H]2N1,1
C1CCCC2(CC1)CCC[NH+]C2,1
C1C2=C(N=C3NC=NC=C3C2)c2ccccc21,1
Cc1ccc2c(c1C)N(CC(=O)C(C)C)C(=O)C2=O,1
C1=CNc2ncnn2C1,1
O=S(=O)(C(N=C(Cl)Cl)=C(Cl)Cl)c1ccccc1,1
c1c[nH+]c2n(c1)CCCS2,1
C1=C[C@@H](c2ccccn2)n2ncnc2N1,1
C[C@H]1C[NH2+][C@H]2[C@@H](CCC2(C)C)S(=O)(=O)C1,1
C[C@]12CCC[C@@H]1[C@@H]1CC(=O)[C@H]3CC(=O)CC[C@]3(C)[C@@H]1CC2,1
C1CN2CCOC2O1,1
C1=[NH+]CC2(CCCC2)N1,1
C1CCN[C@@H]2CCCC[C@@H]12,1
c1ccc2c(c1)C[NH2+]CCO2,1
Oc1cccc2c(Cl)ccnc12,1
Clc1ccc2nc3ccccc3cc2c1,1
C1NC[C@@]2(CC[NH+]C2)N1,1
Cc1ccc(C2=NN=C(C(=O)N/N=C/c3ccccc3Cl)C2)s1,1
O=[N+]([O-])c1cccc2c[nH+]c([O-])cc12,1
C1CCCC2=C3N=c4ccccc4=C3C=C12,1
C1N=CC2=C(c3ccccc3)CSC2=N1,1
C1Cc2ccccc21,1
[NH3+][C@H]1CCc2ccc(F)cc2C1,1
c1ccc2c(c1)C1=[NH+]CCN1c1nncn1-2,1
C[C@H]1CC(=O)Nc2ccc([N+](=O)[O-])cc2N1C,1
C(=N/c1cccc(/N=C/c2ccccc2)c1)\c1ccccc1,1
C1c2ccccc2N[C@@H]2CCCN12,1
N#CC1(C2(O)Cc3ccccc3C2)Cc2ccccc2C1,1
NC(=S)N/N=C/c1ccc(Br)c([N+](=O)[O-])c1,1
Cc1ccc2c(c1)NC1(CCC(C)CC1)C(=O)N2,1
C1NC[C@@H]2CNC=[NH+][C@@H]2N1,1
C1COC[C@]2(C1)CC[NH2+]CC2,1
C1NC[C@@H]2CCCCC2N1,1
C1=C(c2ccccc2)CCCC1,1
C1CC2=C(CN=N2)C[NH+]1,1
C1C[NH+]CCC(C2CCOCC2)C1,1
CS(=O)(=O)[C@H]1CCC[C@@]1(O)[C@]1(C[NH3+])CCc2ccccc21,1
Cc1ccc(S(=O)(=O)N/N=C/c2cccs2)cc1,1
C1C=C2C=C[C@@H]3[C@H](CCC4CCC[C@@H]34)C2CC1,1
Cn1c([O-])c([N+](=O)[O-])c2nncn2c1=O,1
O=C1[C@H]2CC3=c4ccccc4=[NH+][C@H]3CN2C(=O)CN1/N=C/c1ccccc1Cl,1
C1NCC[C@@]2(CCOc3ccccc32)N1,1
O=S(=O)(c1ccccc1)n1ccc2ccc(Br)nc21,1
O=C1N[C@@H]2c3c(I)sc(I)c3C(=O)[C@@H]2O1,1
CN1C(=O)N(C)[C@@H]2OC(C3O[C@@H]4[C@@H](O3)N(C)C(=O)N4C)O[C@H]21,1
Cc1ccc(S(=O)(=O)/C=C/C(=O)[O-])cc1,1
c1ncc2oc3ncc4c(c3c2n1)CCC4,1
c1nc2c3ccoc3ncn2n1,1
c1cnc2c(c1)NC1(CCNCC1)c1cccn1-2,1
C=C1C[C@]2(C)C(=CC1=O)CC[C@H]1[C@H]2CC[C@]2(C)[C@H]1CC[C@]2(C)O,1
c1ccc2c(c1)CC1(CCCCC1)c1cncnc1-2,1
[NH3+][C@H]1CCc2cc(Cl)ccc2[C@H]1O,1
C1NC[C@H]2C1=NN=C2c1cccs1,1
Cc1nn2c(=O)/c(=C/c3ccccc3F)sc2nc1=O,1
c1csc(C2=NOCN2)c1,1
c1nc2cnncc2[nH]1,1
C1NC2(CC[NH+]CC2)NC12CCCC2,1
C1CNC[C@@]2(C1)CO2,1
O=C1N=C(c2ccccc2O)N=C2c3ccccc3O[C@@H]12,1
O=C1C[C@@H](O)[N+]2=CCNC2=N1,1
c1cc2nc[nH+]c2cn1,1
C1CN[C@H]2CCCC[C@H]2C1,1
C1NC2=c3ccccc3=[NH+]C3(CC[NH+]CC3)N2N=C1c1ccccc1,1
C1=CC2(CC[NH+]CC2)c2c[nH]nc2O1,1
Nc1nc2c(ccc3[nH]c(=O)c(=O)[nH]c32)s1,1
c1ccc2c(c1)oc1cocnc12,1
CC(C)CCC(=O)NNS(=O)(=O)c1ccc([N+](=O)[O-])s1,1
C=CS,1
CN1CCC(=NNC(N)=O)CC1,1
Cc1ccc(C)c(/N=C/c2ccc(Cl)c([N+](=O)[O-])c2)c1,1
c1ccc2c(c1)nc1n2CCCCC1,1
C1CCC2(CC1)CO2,1
C1=[NH+]c2nc3cc4c(cc3n2[C@H](c2ccccc2)N1)OCCCO4,1
c1cc2c(cn1)OCS2,1
O=c1ccc2ccc3c(c2o1)OCO3,1
Cc1ccc2c(c1)=C1CCC[C@@H](C#N)[C@@H]1[NH+]=2,1
O=C1N=C(CCl)N=C2SCC(c3ccco3)=C12,1
Cn1ccc2c(/C([O-])=N/S(=O)(=O)c3ccc(C#N)cc3)cccc21,1
C1=Nc2nncc2[C@@H](c2cccc3nccnc23)C1,1
O=S(=O)(/N=C(\[O-])C1[C@H]2CCCC[C@@H]12)c1cc(F)ccc1F,1
c1ccc2c(c1)CCCCc1cc3c(cc1-2)OCO3,1
C[C@H]1CCCN(S(=O)(=O)N2CCCC2)C1,1
O=C1Cc2cccc(Cl)c2N1,1
c1ccc2c(c1)=[NH+][C@@H]1CC[NH+]CC=21,1
c1ccc2c3c(ccc2c1)CCCN3,1
C1CCOc2c1ccc1occcc21,1
C1=[N+][C@H]2CCCC[C@@H]2[N+]=C1,1
CC1(C)CC(=O)C2=C(C1)O[C@@H](N)[C@@H](C#N)[C@@H]2C1=c2ccccc2=[NH+]C1,1
Nc1ccc2c(c1)CC[C@H]2[NH+]1CCNC(=O)CC1,1
Cc1c(Br)ccc2c(Br)c(Cl)cnc12,1
c1cnc2ccc3scnc3c2c1,1
c1ccc(C2=NNC(c3cccnc3)=Nc3ccccc32)cc1,1
C1CS[C@@H]2CSC[C@H]2N1,1
C[C@@H]1CC(/C([O-])=N/S(=O)(=O)N2CCCCC2)C[C@@H](C)O1,1
O[C@@H]1CCc2cc3ccc4cccc5ccc(c2[C@H]1O)c3c45,1
O=Cc1ccc2ncnc(Cl)c2c1,1
Cc1cc(C)c2ccc(NN)nc2c1O,1
O[C@@H]1[C@@H](O)[C@@H](O)[C@@]2(O)CC[C@@H]1N2,1
c1cncc([C@@H]2[C@@H]3COc4ccccc4C3=Nc3nnnn32)c1,1
c1cc2n(c1)-c1sc3c(c1CNC2)CCCC3,1
Nc1c(S(=O)(=O)[O-])cc(O)c2c1C(=O)c1ccccc1C2=O,1
C1CC[NH+]=N1,1
C1C=C2CC[C@H]3[C@@H](CCC4CCC[C@H]43)C2CC1,1
Fc1ccc(F)c(C2=NN/C(=N\c3cccc(Cl)c3)SC2)c1,1
C[C@]12C[NH2+]c3cc(I)ccc3N[C@@H]1COC2,1
Cc1nnc(C)n1/N=C/c1cccc(Cl)c1,1
C1SS[C@H]2CNc3ccccc3[C@H]12,1
C[S+],1
O=C1c2ccccc2SC[C@@H]1Br,1
ON(/C(=N\c1ccccc1)c1ccccc1Cl)c1ccccc1,1
c1ncc([C@H]2[NH+]CCc3cc4c(cc32)OCO4)c[nH]1,1
C1C[NH+]=c2ccccc2=C1,1
C1c2ccccc2C2Oc3ccccc3C12,1
c1ccc2c(c1)CC[C@@H](C1CCCCC1)C2,1
C1=C[C@H](c2cccs2)c2cnc[nH]c2N1,1
C1C[C@H](C2CC2)CO1,1
C1c2ccccc2C2NC=CC12,1
C1[C@H]2CCCN2C[C@@H]2CCCN12,1
Cn1c(=O)c(=O)[nH]c2cc(Cl)ccc21,1
C1NC[C@]2(CCC[NH+]CC2)N1,1
c1nc2nncn2c2sc3c(c12)CCC3,1
C1CC[C@@H]2CC[C@@]34OC[C@@H](CC[C@@H]3C2C1)O4,1
O=C1Nc2ccccc2/C1=N/[C@H]1CCS(=O)(=O)C1,1
O=S(=O)(c1cccc2nonc12)n1cccn1,1
C1C[C@]23Cc4ccccc4[C@@]2(N1)Nc1ccccc13,1
c1cc2ncoc2cn1,1
Cc1c(C#N)c(=O)oc2cc(O)ccc12,1
c1nc2c([nH+]1)CCNC2,1
C1Nc2ccccc2CN2CCCC[C@H]12,1
C1c2ccccc2[C@@H]2OCCN12,1
C1CC[C@@]2(C1)CC[NH2+]C2,1
c1ccc2c(c1)CC[NH+]=C2c1ccoc1,1
C1O[C@@H]2OC[C@@H]3OCO[C@H]3[C@H]2O1,1
O=C1C=CC(=NS(=O)(=O)c2ccc(Br)cc2)C=C1,1
C1CC2[C@@H](CC[C@@H]3[C@H]2CCC2CCC[C@H]32)CC1,1
Cc1cc(S(=O)(=O)NNC(=O)C(C)(C)C)sc1C,1
O=C1CC([O-])=Nc2nncn21,1
c1ccc2c3c([nH]c2c1)COCC3,1
Cc1cc(C)[n+](CC[n+]2c(C)cc(C)cc2C)c(C)c1,1
c1n[nH]c(C2=NOCN2)n1,1
O=[N+]([O-])/C=C/c1ccc2c(c1)CCCO2,1
Cc1cc(S(=O)(=O)[O-])c2ccccc2c1N,1
C1CSCC2=CNN(C3=NC=NC4=NC=N[C@@H]43)[C@H]2N1,1
C1C[NH+]C[C@]2(C1)CC[NH2+]CC2,1
C1=C[C@@H](c2ccccc2)c2cn[nH]c2S1,1
C/C(=N\Nc1nc2ccccc2s1)c1ccc(Cl)cc1,1
c1ccc2cc(C3=NNCO3)ccc2c1,1
C[N+]1(C)CCc2cc3c(c4c2[C@@H]1Cc1ccccc1-4)OCO3,1
c1coc([C@H]2c3ccccc3Oc3ncn4ncnc4c32)c1,1
C1C[C@@H]2CC[C@H](CN1)[NH2+]2,1
c1ccc2c(c1)ncn1nnnc21,1
C1=C(n2cncc3ccccc32)CC[NH+]C1,1
c1cc2c(s1)CCc1cnnc1-2,1
O=[N+]([O-])c1ccc2nnn(C(=S)c3ccco3)c2c1,1
C1=Nc2nc3ccccc3n2[C@H](c2ccccc2)N1,1
C1CCCC2=C1[C@@H]([C@@H]1C=NN=C1c1ccccc1)C=CN2,1
O=C1C(Cl)(Cl)CCCC1(Cl)Cl,1
C[C@]12CCCC[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,1
NC(=O)N/N=C\c1ccc(Cl)c(Cl)c1,1
C1N=CN=C2OC=CC[C@H]12,1
CN1C(=O)/C(=c2\sc3n(c2=O)CCN=3)c2ccccc21,1
Cn1ncc2c1NC(=O)C[C@H]2c1cccnc1,1
C/[NH+]=C/N,1
C1C[C@H](c2ccc3c(c2)OCCO3)c2cncnc2N1,1
Cc1cc(N/N=C/[C@@H](O)[C@H](O)[C@H](O)CO)nc2ccccc12,1
Sc1sccc1/C=N/c1ccc2ccccc2c1,1
O=C1[C@H]2C3c4ccccc4C(c4ccccc43)[C@@H]2C(=O)N1NC(=O)C1(O)c2ccccc2-c2ccccc21,1
C1C[C@H]2CCCC[C@H]2CC1,1
N/C(=N\N=C\c1ccco1)c1cnccn1,1
C1CNC[C@@]2(C1)CCOC2,1
CC(C)CC(=O)NNc1ccc(F)c(F)c1F,1
OC1([C@@H]2CCO[C@]3(CCOC3)C2)CC[NH2+]CC1,1
c1nc[o+]cn1,1
CN1C(=S)S[C@H](/[N+]([O-])=C/c2ccc([N+](=O)[O-])cc2)C1(C)C,1
O=c1ccnc2n1[C@@H](CS(=O)(=O)c1ccc(Br)cc1)CS2,1
C1C[C@@H]2[C@H](CC[C@H]3CCCCC32)[C@@H]2CCCC12,1
c1ccc2c(c1)CNc1ccccc1[C@H]2N1CCOCC1,1
O=S(=O)(/N=C(\[O-])C1=Cc2ccccc2OC1)c1ccccc1Br,1
O=C1CCCC2=C1[C@H](c1ccc([N+](=O)[O-])o1)n1nnnc1N2,1
C1C[C@H]2OCC[NH2+][C@H]2CC1,1
[NH+]CCCO,1
N#CC1=C(N)Oc2c(c(=O)sc3ccccc23)[C@H]1c1ccncc1,1
C1NC[C@H]2[C@@H]1[C@@H]1CC=C[C@H]2N1,1
N#Cc1ccc(S(=O)(=O)/N=C(\[O-])c2cc3ccccc3s2)cc1,1
[O-]c1c[n+]([O-])ccc1[C@H]1c2ccc(Cl)cc2CCc2cccnc21,1
C(=N\Nc1nncn1/N=C\c1cccs1)\c1cccs1,1
Cc1sc2c(c1C)c(=O)nc1n2[C@@H](c2ccccc2)C=CS1,1
Brc1ccc2ccncc2n1,1
C1CC[C@H]2SCCN[C@@H]2C1,1
CC(C)S(=O)(=O)/N=C(\[O-])c1cc(F)c(F)c(F)c1,1
C#CCN1C(=O)[C@]2(CC(O)=Nc3[nH]ncc32)c2ccccc21,1
CC1(C)CC(=O)C2(Cc3ccccc3N3CCC[C@H]32)C(=O)C1,1
N=[NH+],1
c1[nH]cc2c(n1)NC(C1CCCCC1)=NC2,1
Nc1nc(Cl)cc(Cl)n1,1
C1=C(c2ccccc2)N=N[C@@H]1[C@@H]1NC(c2ccccc2)=NO1,1
C1=NN2[C@@H]([C@H]3C=c4ccccc4=[NH+]3)NN[C@H]2S1,1
C1NC[C@@]2(CCCCCC2)N1,1
C1NCC2[C@H]1CN1CCCN21,1
C1NC[C@H]2[C@@H]1[C@@H]1C=C[C@H]2CC1,1
C1CCC2=CNN(C3[NH+]=c4ccccc4=[NH+]3)[C@H]2N1,1
Cn1c(=O)/c(=C\c2ccc(Br)cc2)s/c1=C\C(=O)C(C)(C)C,1
C1CCc2nncc21,1
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,1
C1Nc2cccnc2Sc2ccccc21,1
CN1c2ccccc2-c2nc3ccccc3n2[C@@H]1c1cccs1,1
Cc1cc(C=O)ncc1Br,1
O=C1CCc2cc(F)c([N+](=O)[O-])cc2N1,1
CC[PH+](C1CCCCC1)C1CCCCC1,1
Cc1cs/c(=N\S(=O)(=O)c2cc(C)c(Br)s2)[nH]1,1
N#Cc1ccc(/N=C/c2cccc(Cl)c2Cl)cc1,1
O=C1CSC(=S)N1/N=C/[C@@H]1C[C@H]2C=C[C@@H]1C2,1
CC(C)CC1=C[C@H]([C@H]2NN[C@H]3SC(c4ccc5c(c4)OCCO5)=NN23)N=N1,1
CC1(C)[C@H]2CCCC(=O)[C@]2(C)CC[C@@H]1O,1
C[C@]12C(=O)N(N)C(=O)[C@H]1C1c3ccccc3C2c2ccccc21,1
Cc1ncccc1C1=NCCC1,1
C1CC2(CCOCC2)CC[NH2+]1,1
c1ccc2c3c(cnc2c1)CCO3,1
C[C@@]12CC[C@H]3[C@@H](CC[C@H]4C/C(=N/N)CC[C@]43C)[C@H]1CC[C@@H]2O,1
C1=CC[C@H]2CCCC=C2C1,1
C1CN=C2SC(c3cccs3)=NN2C1,1
C1CCCc2nc3nc[nH]cc3cc21,1
C[C@]12CCC(=O)C=C1C=C[C@@H]1C2=CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1,1
Cc1n[nH]c2c1[C@H](c1cc3cccc(C)c3nc1Cl)C(C#N)=C(N)O2,1
C1NC[C@@H]2ONC(c3ccccc3)=C12,1
c1ccc2c(c1)OCc1cn[nH]c1-2,1
c1cc2c(n1)CC[NH+]C2,1
O=C1Nc2ccccc2[C@H]1Br,1
c1cnc2sc3c(n2c1)CCCC3,1
O[C@@H]1c2ccccc2[C@H](O)c2cc(Br)ccc21,1
c1ccc([C@H]2CC(c3ccco3)=Nc3ncnn32)cc1,1
c1ncc2oc3ncc4c(c3c2n1)CCOC4,1
C[C@@H]1CN/C(=N\c2ccc(F)cc2I)S1,1
C1C[C@]2(CCC[C@H]3CCCCC32)OC1,1
C1CC=C2c3ccccc3CCN12,1
c1nc2c(cn1)CC[NH+]CC2,1
C1O[C@@H](c2ccccc2)c2ccccc21,1
c1ccc2c(c1)nc1ccncn12,1
CS(=O)(=O)[C@@H]1CCC[C@H](S(N)(=O)=O)C1,1
CC1=C(C)/C(=N/C(=N\S(=O)(=O)c2ccccc2)c2ccccc2)C=CC1=O,1
C1CCC([C@H]2CCOC3(CCSCC3)C2)CC1,1
c1ncn(N2CC[NH+]CC2)c2c1CCCC2,1
C1=NC2=c3ccccc3=[NH+][C@@H]2C(N2CC3CCC[C@@H]2C3)=[NH+]1,1
C1CCCCn2cc3ccccc3nc21,1
C1C=C[C@H]2C=CC=C[C@H]2O1,1
c1cn2c(s1)=NC[NH+]C2,1
C1CN=C2SCC(c3ccccc3)=[N+]2C1,1
c1cc2c3c(c[nH+]c2s1)COCC3,1
C1=C[C@@H](c2ccccc2)[n+]2ccsc2N1,1
c1cncc([C@@H]2[C@H]3COc4ccccc4C3=Nc3nnnn32)c1,1
c1ccc2scncc2c1,1
C1OC[C@@H]([C@@H]2C[C@H]3OCO[C@@H]3O2)O1,1
C1N2CNCN=C2SC12COCOC2,1
C1NCc2nc3ccccc3cn2-c2ccccc21,1
C[C@H]1CCC[C@]2(C1)Nc1ccccc1NC2=O,1
C1N=C[NH+]=C2c3ccccc3CC3(CCCC3)[C@@H]12,1
c1[nH+]c2sccc2cs1,1
C1CNN2CN=NC2=N1,1
CN/N=C1\CC[C@H]2[C@H]3CCc4cc(O)ccc4[C@@H]3CC[C@]12C,1
CC[C@H](C)[C@H]([NH3+])[C@H](O)C(F)(F)F,1
c1cc2c(cn1)OCOC2,1
Cc1cc(S(=O)(=O)/N=C(\[O-])CCC(F)(F)F)cc([N+](=O)[O-])c1C,1
c1c[nH+]c2cc3c(cc2c1)OCO3,1
CN1C(=O)/C(=N/c2cccc(Cl)c2)c2ccccc21,1
c1cnc2c(c1)SCCN2,1
c1cc2n(n1)CNCN2,1
Cn1ncc2c1CCC[C@H]2CCO,1
c1cc2c[nH+]ccc2[nH]1,1
C[C@@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]43C)[C@H]1CCC(=O)N2,1
C1Nc2cccnc2N2CCC[C@@H]12,1
CN1C(=O)[C@H]2C3c4ccccc4C(c4ccccc43)[C@@H]2C1=O,1
Cc1cc([N+](=O)[O-])ccc1/N=C/c1ccc(Cl)c([N+](=O)[O-])c1,1
C1NC[C@H]2[C@H]1C1C=CC2CC1,1
c1ccc(C2=NCCS2)cc1,1
c1cc2cn(N3CCCCCC3)cnc2s1,1
C1CC2(C1)C[C@H](C1CCOCC1)CCO2,1
C=C(C)CCC[C@H]([NH3+])CCC,1
C1C[C@H](c2cccs2)c2cnnc2N1,1
C1C[NH+]=NC1,1
c1nc2cc3c(cc2[nH]1)OCO3,1
O=S(=O)([O-])c1cccc(/N=N\c2ccc3c(O)cccc3c2O)c1,1
C1C[C@@]2(CN1)CC[NH+]C2,1
O=C([O-])C1=C[C@@H]2C=C[C@H]1[C@H]1C=C[C@H]21,1
c1ccc2c(c1)[C@@H]([NH+]1CCCCC1)CC21CCNCC1,1
Cc1cc2c(cc1[N+](=O)[O-])OCO2,1
C1N=C2N=CC=CN2CN1,1
O=C1Nc2ccccc2CCc2ccccc21,1
[NH3+][C@H]1CCCC[C@@H]([C@@H]2CCOC3(CCOCC3)C2)C1,1
C1=CO[C@H]2[C@H](C=NN2c2ccccc2)C1,1
C1NCC2(CC[NH2+]CC2)O1,1
c1cn2c(n1)CSCC2,1
C1CC[C@H]2C[NH2+]CC=C2C1,1
c1ccc2c(c1)CCN[C@@H]2c1ncno1,1
C1CC2(CCCCC2)Oc2ccccc21,1
O=C1c2cc(S(=O)(=O)[O-])ccc2CC[C@@H]1S(=O)(=O)[O-],1
O=[N+]([O-])c1ccc(/C=N/c2ccc(Cl)cc2Cl)o1,1
Cl[C@@H]1CCCC[C@@H]1[C@@H]1CCOC2(CCSCC2)C1,1
Cc1c[nH+]cc([O-])c1Br,1
C1CSSCCSS1,1
O=C1CCC(=O)OCCCCO1,1
Cc1cccc(S(N)(=O)=O)c1Cl,1
C1c2ccccc2N[C@H]2CCCN12,1
C(=N\N1CCN(C2c3ccccc3-c3ccccc32)CC1)\c1ccccc1,1
C1=Cc2cncnc2OC1,1
O=C([O-])C1=CC2=c3ccccc3=[NH+][C@@H]2C(c2ccccc2)=N1,1
C(=N/NC1=N[C@@H]2[NH+]=c3ccccc3=C2N=[NH+]1)\c1ccc2ccccc2c1,1
Cc1cc(C)nc(NNS(=O)(=O)c2ccc3c(c2)CCCC3)n1,1
O=[N+]([O-])c1cc2c(cc1/C=N/Nc1nc3ccccc3s1)OCO2,1
C[C@H]1C(=O)NC(=O)C[C@H]1C1CCCCC1,1
C[C@@H]1CCC[C@](C#N)([C@]2(O)CCCCC2(C)C)C1,1
c1cc2n(cn1)[C@@H]1OCC[C@@H]1O2,1
ClC1=NC=N[C@@H]2[C@@H]1N=C1CCCN12,1
C1NCCC2(CCNCC2)O1,1
O=C(N/N=C/c1ccc(Cl)cc1)C(=O)N/N=C/c1ccc(Cl)cc1,1
CC1(C)CC[C@H](S(=O)(=O)C2CCOCC2)[C@H]1[NH3+],1
C1=CC2=N[C@H]3CC[NH+]C[C@H]3[C@@H]2C=C1,1
CS(=O)(=O)c1c(F)cc(Cl)cc1F,1
C1CC[C@H]2SCS[C@@H]2C1,1
c1ccc2c(c1)ccc1cc[nH]c12,1
CC1=C(/C=N/NC(=O)C2=c3ccccc3=[NH+]C2)[C@H](Cl)N(c2ccccc2)N1,1
C[C@H]1SC(N/N=C\C23CC4CC(CC(C4)C2)C3)=NC1=O,1
C1=NSc2cncnc2N1,1
C1=[NH+][C@H]2CSC[C@H]2S1,1
CC(C)[C@H](C)Nn1cccc1,1
C1=C[C@@H]([C@@H]2CCCN2)SC1,1
